id;question;correct;distractor1;distractor2;distractor3;grade;visible
372;[["text","△◯▷_▽▽"]];[["text","y"]];[["text","i"]];;;0;1
373;[["text","▷_△▽◯"]];[["text","y"]];[["text","i"]];;;0;1
374;[["text","△◯◁▽◯▷_△"]];[["text","í"]];[["text","ý"]];;;0;1
375;[["text","◁△_▽▷◁▷"]];[["text","ý"]];[["text","í"]];;;0;1
376;[["text","◯_◁"]];[["text","y"]];[["text","i"]];;;0;1
377;[["text","▽▷△▽_▽▷"]];[["text","y"]];[["text","i"]];;;0;1
378;[["text","△△▽_▽▷"]];[["text","ý"]];[["text","í"]];;;0;1
379;[["text","△_◁◯▷"]];[["text","y"]];[["text","i"]];;;0;0
380;[["text","◁▷▽_△◁◁▽"]];[["text","y"]];[["text","i"]];;;0;1
381;[["text","◁◁▷◯▷▷_◁"]];[["text","í"]];[["text","ý"]];;;0;1
382;[["text","△_◁"]];[["text","y"]];[["text","i"]];;;0;1
383;[["text","◁△_▷◁"]];[["text","y"]];[["text","i"]];;;0;1
384;[["text","◯_◁"]];[["text","ý"]];[["text","í"]];;;0;1
385;[["text","◯▽△△▷△_▷"]];[["text","ý"]];[["text","í"]];;;0;1
386;[["text","◁_◁◁▽"]];[["text","í"]];[["text","ý"]];;;0;0
387;[["text","△▷▽_▷▷▷◁"]];[["text","y"]];[["text","i"]];;;0;1
388;[["text","◁_▷"]];[["text","y"]];[["text","i"]];;;0;1
389;[["text","◯▽_△"]];[["text","í"]];[["text","ý"]];;;0;1
390;[["text","▷▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
391;[["text","▷_▷◁◁◯"]];[["text","y"]];[["text","i"]];;;0;1
392;[["text","△_△▷▷△◁◯"]];[["text","y"]];[["text","i"]];;;0;1
393;[["text","▷_△◁△▷"]];[["text","y"]];[["text","i"]];;;0;1
394;[["text","▽▽_◯◁▽▷▷"]];[["text","ý"]];[["text","í"]];;;0;1
395;[["text","▽△◯_▷◯◯"]];[["text","y"]];[["text","i"]];;;0;1
396;[["text","◯_▽▽◁"]];[["text","i"]];[["text","y"]];;;0;1
397;[["text","◁▷_△△◯"]];[["text","ý"]];[["text","í"]];;;0;1
398;[["text","▽_△"]];[["text","ý"]];[["text","í"]];;;0;1
399;[["text","▽◯▷_◁▽"]];[["text","i"]];[["text","y"]];;;0;1
400;[["text","◁_△◁"]];[["text","ý"]];[["text","í"]];;;0;1
401;[["text","◁◁▷_▽"]];[["text","y"]];[["text","i"]];;;0;1
402;[["text","△_▷"]];[["text","y"]];[["text","i"]];;;0;1
403;[["text","▷_△▽▷▽◁"]];[["text","y"]];[["text","i"]];;;0;1
404;[["text","◯▷◯_◯▽◯▽"]];[["text","y"]];[["text","i"]];;;0;1
405;[["text","▽_◁△▷◯△"]];[["text","y"]];[["text","i"]];;;0;1
406;[["text","◁▷◁▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
407;[["text","△△_◁"]];[["text","y"]];[["text","i"]];;;0;1
408;[["text","△◁△▷_◁"]];[["text","ý"]];[["text","í"]];;;0;1
409;[["text","◯_▷"]];[["text","i"]];[["text","y"]];;;0;1
410;[["text","▷_▷▽"]];[["text","ý"]];[["text","í"]];;;0;1
411;[["text","△_◁▷△▷△"]];[["text","ý"]];[["text","í"]];;;0;1
412;[["text","◁▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
413;[["text","◁△▽△_△"]];[["text","y"]];[["text","i"]];;;0;1
414;[["text","◁△_△"]];[["text","ý"]];[["text","í"]];;;0;1
415;[["text","▽_◯▷▽◯"]];[["text","y"]];[["text","i"]];;;0;1
416;[["text","▷◁▷▷_△◯▷"]];[["text","y"]];[["text","i"]];;;0;1
417;[["text","△▽▽◁▷_▷◁"]];[["text","y"]];[["text","i"]];;;0;1
418;[["text","▷△▽▽_◁▽"]];[["text","ý"]];[["text","í"]];;;0;1
419;[["text","▷▽▷▽△_◁"]];[["text","ý"]];[["text","í"]];;;0;1
420;[["text","◁▽◁▷◯_◯"]];[["text","y"]];[["text","i"]];;;0;1
421;[["text","◯_◯◁◁▷"]];[["text","ý"]];[["text","í"]];;;0;1
422;[["text","◁◯◯_△▷▷"]];[["text","ý"]];[["text","í"]];;;0;1
423;[["text","◁◁△▽_▷▷"]];[["text","ý"]];[["text","í"]];;;0;1
424;[["text","▷◯_▷"]];[["text","y"]];[["text","i"]];;;0;1
425;[["text","▷△◁_▽▷△"]];[["text","y"]];[["text","i"]];;;0;1
426;[["text","△◁△▽◁_▷"]];[["text","y"]];[["text","i"]];;;0;1
427;[["text","◁_◁"]];[["text","ý"]];[["text","í"]];;;0;1
428;[["text","△▽▷▽_◁△◁"]];[["text","y"]];[["text","i"]];;;0;1
429;[["text","▷_△"]];[["text","y"]];[["text","i"]];;;0;1
430;[["text","◯_◯△"]];[["text","ý"]];[["text","í"]];;;0;1
431;[["text","◯▷◁◯_▷△"]];[["text","ý"]];[["text","í"]];;;0;1
432;[["text","◯_◯"]];[["text","ý"]];[["text","í"]];;;0;1
433;[["text","△_◁▽"]];[["text","ý"]];[["text","í"]];;;0;1
434;[["text","▽_▷"]];[["text","ý"]];[["text","í"]];;;0;1
435;[["text","▽_▷◯"]];[["text","y"]];[["text","i"]];;;0;1
436;[["text","△△_△▽▽"]];[["text","y"]];[["text","i"]];;;0;1
437;[["text","▷_▽▽"]];[["text","í"]];[["text","ý"]];;;0;1
438;[["text","◁_◯▽"]];[["text","i"]];[["text","y"]];;;0;1
439;[["text","△_▷△"]];[["text","i"]];[["text","y"]];;;0;1
440;[["text","△△▽◯_◯▷"]];[["text","í"]];[["text","ý"]];;;0;0
441;[["text","▷▽_◁△"]];[["text","í"]];[["text","ý"]];;;0;0
442;[["text","◁△▽_▽"]];[["text","í"]];[["text","ý"]];;;0;1
443;[["text","▽▽_◁△▽◁◯"]];[["text","i"]];[["text","y"]];;;0;1
444;[["text","◯◁◁▽_◯▷"]];[["text","i"]];[["text","y"]];;;0;0
445;[["text","◯◯◁◯◁_◯◁"]];[["text","í"]];[["text","ý"]];;;0;1
446;[["text","◁◯△△_◯"]];[["text","i"]];[["text","y"]];;;0;1
447;[["text","◯△_△◁◁"]];[["text","í"]];[["text","ý"]];;;0;1
448;[["text","▽◁_◯▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
449;[["text","△△▷_△▽◯▽"]];[["text","í"]];[["text","ý"]];;;0;1
450;[["text","◁▽_▷▽"]];[["text","í"]];[["text","ý"]];;;0;0
451;[["text","▷_◯◯◯▷"]];[["text","i"]];[["text","y"]];;;0;0
452;[["text","◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
453;[["text","▷_▷◯◯◁"]];[["text","í"]];[["text","ý"]];;;0;1
454;[["text","◁△▷_◁◯"]];[["text","í"]];[["text","ý"]];;;0;1
455;[["text","△◯◯_△"]];[["text","i"]];[["text","y"]];;;0;0
456;[["text","△◯_△◁"]];[["text","i"]];[["text","y"]];;;0;1
457;[["text","◁_△"]];[["text","í"]];[["text","ý"]];;;0;0
458;[["text","▷△_▽"]];[["text","i"]];[["text","y"]];;;0;1
459;[["text","▽▷◯◯◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
460;[["text","▷◯_△"]];[["text","i"]];[["text","y"]];;;0;1
461;[["text","▷_▷"]];[["text","i"]];[["text","y"]];;;0;1
462;[["text","◁◯◁_◁▷"]];[["text","i"]];[["text","y"]];;;0;0
463;[["text","▽△▽▽_◯"]];[["text","í"]];[["text","ý"]];;;0;1
464;[["text","◁◯_◁▽"]];[["text","i"]];[["text","y"]];;;0;0
465;[["text","◁▷◁_◁"]];[["text","i"]];[["text","y"]];;;0;1
466;[["text","▷▷▷_▷"]];[["text","í"]];[["text","ý"]];;;0;0
467;[["text","△_△△△"]];[["text","í"]];[["text","ý"]];;;0;0
468;[["text","▷◁▽_▷▽"]];[["text","í"]];[["text","ý"]];;;0;0
469;[["text","▽◁▽_▷◁"]];[["text","í"]];[["text","ý"]];;;0;1
470;[["text","△△△◁▽_◯"]];[["text","i"]];[["text","y"]];;;0;1
471;[["text","◁△△◁▽_◯"]];[["text","í"]];[["text","ý"]];;;0;1
472;[["text","▷▷◯_△"]];[["text","í"]];[["text","ý"]];;;0;1
473;[["text","◁◁▷◯_▽▽◯"]];[["text","í"]];[["text","ý"]];;;0;0
474;[["text","▽_▷◯"]];[["text","í"]];[["text","ý"]];;;0;1
475;[["text","◁_▷"]];[["text","í"]];[["text","ý"]];;;0;1
476;[["text","△◁▽◯_▷"]];[["text","í"]];[["text","ý"]];;;0;1
477;[["text","▽▷◁▽△_◯"]];[["text","i"]];[["text","y"]];;;0;0
478;[["text","△_◯"]];[["text","í"]];[["text","ý"]];;;0;1
479;[["text","▽▷△▷_▷"]];[["text","í"]];[["text","ý"]];;;0;0
480;[["text","◯_▷△"]];[["text","í"]];[["text","ý"]];;;0;1
481;[["text","◁◁◯_◁△"]];[["text","í"]];[["text","ý"]];;;0;1
482;[["text","▽◯_△▽◯◯◁"]];[["text","i"]];[["text","y"]];;;0;1
483;[["text","◯▽◁_▷"]];[["text","í"]];[["text","ý"]];;;0;1
484;[["text","▷_△"]];[["text","i"]];[["text","y"]];;;0;1
485;[["text","◯_△△▽▷▽◁"]];[["text","i"]];[["text","y"]];;;0;1
487;[["text","◯_◁▷"]];[["text","í"]];[["text","ý"]];;;0;1
488;[["text","▽▷▽_◁▽◁"]];[["text","i"]];[["text","y"]];;;0;1
489;[["text","◁▷_◯◁△△◁"]];[["text","i"]];[["text","y"]];;;0;1
490;[["text","▽▽▷▽_▽"]];[["text","í"]];[["text","ý"]];;;0;1
491;[["text","▷_◯△▽◁◁▽"]];[["text","i"]];[["text","y"]];;;0;1
492;[["text","▽◁△▽_◁"]];[["text","í"]];[["text","ý"]];;;0;1
493;[["text","◯▷▽_△◁"]];[["text","i"]];[["text","y"]];;;0;0
494;[["text","◯◯_◁▷▽"]];[["text","i"]];[["text","y"]];;;0;1
495;[["text","▷_◁▷"]];[["text","i"]];[["text","y"]];;;0;0
496;[["text","▷_◯◯△"]];[["text","í"]];[["text","ý"]];;;0;1
497;[["text","◯_◯"]];[["text","i"]];[["text","y"]];;;0;1
498;[["text","◁_◯◁◁▽"]];[["text","i"]];[["text","y"]];;;0;0
499;[["text","▷_△◁◁▽"]];[["text","i"]];[["text","y"]];;;0;1
500;[["text","▷_◯"]];[["text","í"]];[["text","ý"]];;;0;1
501;[["text","△▽_▷◯"]];[["text","í"]];[["text","ý"]];;;0;1
502;[["text","◁◁◯_◁△▷"]];[["text","i"]];[["text","y"]];;;0;1
503;[["text","◯_▽"]];[["text","i"]];[["text","y"]];;;0;1
504;[["text","◯_△▽"]];[["text","i"]];[["text","y"]];;;0;0
505;[["text","◯_◯▷◁◁▽"]];[["text","í"]];[["text","ý"]];;;0;0
506;[["text","◁_◁"]];[["text","i"]];[["text","y"]];;;0;1
507;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
508;[["text","△_◁△"]];[["text","i"]];[["text","y"]];;;0;1
509;[["text","◁◁△_△◯◯"]];[["text","i"]];[["text","y"]];;;0;1
510;[["text","▷△▷▷_▷▷△"]];[["text","i"]];[["text","y"]];;;0;1
511;[["text","◁▷_△▷"]];[["text","í"]];[["text","ý"]];;;0;1
512;[["text","△◁◯_◯▷▽"]];[["text","í"]];[["text","ý"]];;;0;1
513;[["text","◁◁_◁"]];[["text","í"]];[["text","ý"]];;;0;1
514;[["text","▽_▷◁◯◯▷△"]];[["text","i"]];[["text","y"]];;;0;1
515;[["text","▷▷_▷◁◯◁"]];[["text","i"]];[["text","y"]];;;0;1
516;[["text","▷_△"]];[["text","i"]];[["text","y"]];;;0;1
517;[["text","◁◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
518;[["text","◁◁◯▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
519;[["text","◁▷△▽_◁"]];[["text","i"]];[["text","y"]];;;0;1
520;[["text","◁▽△▽◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
521;[["text","◯△△▽△_◁"]];[["text","i"]];[["text","y"]];;;0;1
522;[["text","△◁△◯▽◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
523;[["text","▽▷_▷△◯▷▽"]];[["text","i"]];[["text","y"]];;;0;1
524;[["text","▽◯▽_△▽"]];[["text","i"]];[["text","y"]];;;0;1
525;[["text","▷▽△◁◁_△▷"]];[["text","i"]];[["text","y"]];;;0;1
526;[["text","▷_◯"]];[["text","í"]];[["text","ý"]];;;0;1
527;[["text","◯◯_▽▷◁▷▷"]];[["text","í"]];[["text","ý"]];;;0;1
528;[["text","▽◯▷_◯◁"]];[["text","i"]];[["text","y"]];;;0;1
529;[["text","△_△▷◁▷▽"]];[["text","i"]];[["text","y"]];;;0;1
530;[["text","◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
531;[["text","◁△_▷▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
532;[["text","▷◁▷_▽▽▷"]];[["text","i"]];[["text","y"]];;;0;0
533;[["text","▷_▽"]];[["text","y"]];[["text","i"]];;;0;1
534;[["text","▽◯_◁◁△▽▽"]];[["text","í"]];[["text","ý"]];;;0;0
535;[["text","△▽△_△◁◯▽"]];[["text","í"]];[["text","ý"]];;;0;1
536;[["text","▷_◁"]];[["text","í"]];[["text","ý"]];;;0;1
537;[["text","▽_▽◯▷▽△▽"]];[["text","i"]];[["text","y"]];;;0;0
538;[["text","▽▷_▽◁▽"]];[["text","i"]];[["text","y"]];;;0;1
539;[["text","◯_◯◁◯◯"]];[["text","i"]];[["text","y"]];;;0;1
540;[["text","▷△◁_△◁"]];[["text","i"]];[["text","y"]];;;0;1
541;[["text","▽▷_▽◁◁▷◯"]];[["text","i"]];[["text","y"]];;;0;1
542;[["text","△_▽▷◯◁▽"]];[["text","i"]];[["text","y"]];;;0;1
543;[["text","▷▷▽_◁◯▽"]];[["text","i"]];[["text","y"]];;;0;1
544;[["text","◁◯◁_◯▽◁"]];[["text","í"]];[["text","ý"]];;;0;1
545;[["text","△_△▷"]];[["text","í"]];[["text","ý"]];;;0;1
546;[["text","△◁◯◁△_◁"]];[["text","i"]];[["text","y"]];;;0;1
547;[["text","▽▷△_◯"]];[["text","i"]];[["text","y"]];;;0;1
548;[["text","△▽_△▷△"]];[["text","í"]];[["text","ý"]];;;0;1
549;[["text","◁△▷_▽△"]];[["text","i"]];[["text","y"]];;;0;1
550;[["text","▽_△"]];[["text","i"]];[["text","y"]];;;0;1
551;[["text","▷◁_◁◯◯▷"]];[["text","i"]];[["text","y"]];;;0;0
552;[["text","△▷▷◯_◯"]];[["text","í"]];[["text","ý"]];;;0;1
554;[["text","◯▷_△◯"]];[["text","i"]];[["text","y"]];;;0;1
555;[["text","▽△_▷▽▷◁◁"]];[["text","í"]];[["text","ý"]];;;0;0
556;[["text","▽_△"]];[["text","í"]];[["text","ý"]];;;0;1
557;[["text","▽▷_◯▷"]];[["text","i"]];[["text","y"]];;;0;0
558;[["text","◯_△"]];[["text","í"]];[["text","ý"]];;;0;1
559;[["text","▽_△▷◯▷▽"]];[["text","í"]];[["text","ý"]];;;0;1
560;[["text","▽_▷"]];[["text","í"]];[["text","ý"]];;;0;1
561;[["text","▷_▽◁"]];[["text","í"]];[["text","ý"]];;;0;0
562;[["text","◁◁▽◯▷_△◯"]];[["text","í"]];[["text","ý"]];;;0;1
563;[["text","▷_◁"]];[["text","i"]];[["text","y"]];;;0;0
565;[["text","▷_◁"]];[["text","í"]];[["text","ý"]];;;0;1
566;[["text","△△_◯"]];[["text","i"]];[["text","y"]];;;0;1
567;[["text","▷◯_△◁"]];[["text","i"]];[["text","y"]];;;0;1
568;[["text","▽_◯"]];[["text","i"]];[["text","y"]];;;0;1
569;[["text","◁◯_△"]];[["text","i"]];[["text","y"]];;;0;1
570;[["text","◯▽_△◯▽◯"]];[["text","i"]];[["text","y"]];;;0;0
571;[["text","△◁▷▷_△◁"]];[["text","i"]];[["text","y"]];;;0;1
572;[["text","△◯_△◯▽"]];[["text","i"]];[["text","y"]];;;0;1
573;[["text","△_▽"]];[["text","i"]];[["text","y"]];;;0;0
574;[["text","◁▽_△▷▷◯◁"]];[["text","í"]];[["text","ý"]];;;0;0
575;[["text","△△_▽"]];[["text","i"]];[["text","y"]];;;0;1
576;[["text","△◁▽_△◁"]];[["text","i"]];[["text","y"]];;;0;1
577;[["text","◁_◁◯"]];[["text","i"]];[["text","y"]];;;0;1
578;[["text","△▽◯_◁△△▷"]];[["text","i"]];[["text","y"]];;;0;1
579;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
580;[["text","◯_▽"]];[["text","i"]];[["text","y"]];;;0;1
581;[["text","◯_◁"]];[["text","í"]];[["text","ý"]];;;0;0
582;[["text","◁△◯◁_▽▽"]];[["text","i"]];[["text","y"]];;;0;0
584;[["text","◁▷_△"]];[["text","í"]];[["text","ý"]];;;0;1
586;[["text","◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
587;[["text","△_▷▽▽△◯"]];[["text","i"]];[["text","y"]];;;0;0
588;[["text","▽_▷▷"]];[["text","i"]];[["text","y"]];;;0;1
590;[["text","◯◯_△◁▽"]];[["text","í"]];[["text","ý"]];;;0;1
591;[["text","▽▽▽◁▽◁_◯"]];[["text","í"]];[["text","ý"]];;;0;0
592;[["text","▽▽△_◁◯△"]];[["text","i"]];[["text","y"]];;;0;1
593;[["text","△◁△_△◯"]];[["text","í"]];[["text","ý"]];;;0;1
594;[["text","▷▽◁△_▽◁◁"]];[["text","í"]];[["text","ý"]];;;0;1
595;[["text","▽▽▽◁_◁"]];[["text","i"]];[["text","y"]];;;0;1
596;[["text","◁▽▷▷▷_△"]];[["text","i"]];[["text","y"]];;;0;0
598;[["text","△▽△△_▽"]];[["text","í"]];[["text","ý"]];;;0;1
600;[["text","◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
602;[["text","◁▷▷▽◯_▽▷"]];[["text","i"]];[["text","y"]];;;0;1
603;[["text","▽_△"]];[["text","i"]];[["text","y"]];;;0;1
604;[["text","▽_▽△▽◯"]];[["text","i"]];[["text","y"]];;;0;1
605;[["text","◯_▷▷◯▽▷◁"]];[["text","i"]];[["text","y"]];;;0;1
610;[["text","▽▽▷_◯"]];[["text","í"]];[["text","ý"]];;;0;0
611;[["text","◯_◁◯▷▷△▷"]];[["text","i"]];[["text","y"]];;;0;1
612;[["text","▽▷△_▷▷"]];[["text","í"]];[["text","ý"]];;;0;1
613;[["text","△△◯◁_▽▷▷"]];[["text","í"]];[["text","ý"]];;;0;1
615;[["text","◯▽◯_◁"]];[["text","í"]];[["text","ý"]];;;0;1
616;[["text","◁△△△_▽▽"]];[["text","í"]];[["text","ý"]];;;0;0
617;[["text","◁▷△_◯▽"]];[["text","i"]];[["text","y"]];;;0;1
618;[["text","◁_◯"]];[["text","i"]];[["text","y"]];;;0;0
619;[["text","◯△◯_◯△▽▽"]];[["text","i"]];[["text","y"]];;;0;1
620;[["text","◁◯_◁▽△▽▷"]];[["text","i"]];[["text","y"]];;;0;1
621;[["text","▽◯_◁▽▷◯▽"]];[["text","i"]];[["text","y"]];;;0;1
622;[["text","◁▷▷_▽▽▷▽"]];[["text","i"]];[["text","y"]];;;0;0
623;[["text","◁_◯▷"]];[["text","i"]];[["text","y"]];;;0;1
627;[["text","◯▷◯◁_◁"]];[["text","í"]];[["text","ý"]];;;0;1
628;[["text","◯△◁_△◯△"]];[["text","i"]];[["text","y"]];;;0;1
629;[["text","▽◯_◯▷"]];[["text","i"]];[["text","y"]];;;0;1
630;[["text","◯_△"]];[["text","i"]];[["text","y"]];;;0;1
631;[["text","▷◁△▷▽_▽"]];[["text","í"]];[["text","ý"]];;;0;1
632;[["text","▽▷◯_▷◁"]];[["text","i"]];[["text","y"]];;;0;1
633;[["text","◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
635;[["text","▷_▽"]];[["text","í"]];[["text","ý"]];;;0;1
636;[["text","▷_◯◯"]];[["text","i"]];[["text","y"]];;;0;1
637;[["text","◯_▷▷"]];[["text","i"]];[["text","y"]];;;0;1
638;[["text","△◁▽△_◁"]];[["text","í"]];[["text","ý"]];;;0;1
639;[["text","◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
640;[["text","◁_◁◯◯▽△"]];[["text","í"]];[["text","ý"]];;;0;1
641;[["text","▷▷_▽"]];[["text","í"]];[["text","ý"]];;;0;1
642;[["text","◁△▷◁▷_◁◁"]];[["text","i"]];[["text","y"]];;;0;1
643;[["text","◯_△"]];[["text","i"]];[["text","y"]];;;0;1
645;[["text","△_△▽"]];[["text","i"]];[["text","y"]];;;0;1
646;[["text","▷◁△△_▷"]];[["text","i"]];[["text","y"]];;;0;1
647;[["text","▽_▷◁"]];[["text","i"]];[["text","y"]];;;0;1
648;[["text","▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
649;[["text","▽△▽_◯▽◯◁"]];[["text","i"]];[["text","y"]];;;0;1
650;[["text","◯_◁◯▽△◯"]];[["text","i"]];[["text","y"]];;;0;1
651;[["text","△_▷"]];[["text","í"]];[["text","ý"]];;;0;0
652;[["text","◁◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
653;[["text","▷▷_△▷◁"]];[["text","i"]];[["text","y"]];;;0;1
655;[["text","▽◯_▷"]];[["text","i"]];[["text","y"]];;;0;1
656;[["text","◯_◯"]];[["text","í"]];[["text","ý"]];;;0;1
657;[["text","▽_△"]];[["text","i"]];[["text","y"]];;;0;1
658;[["text","△◯▷▽◁_△"]];[["text","i"]];[["text","y"]];;;0;1
659;[["text","◁_▷▽△"]];[["text","í"]];[["text","ý"]];;;0;1
660;[["text","▽_▽△"]];[["text","í"]];[["text","ý"]];;;0;1
661;[["text","◁△_◁◯◁▷▷"]];[["text","i"]];[["text","y"]];;;0;1
662;[["text","▽_◯"]];[["text","í"]];[["text","ý"]];;;0;1
664;[["text","△▽_◯"]];[["text","i"]];[["text","y"]];;;0;1
666;[["text","△_▷"]];[["text","i"]];[["text","y"]];;;0;1
667;[["text","△◯△_▷"]];[["text","i"]];[["text","y"]];;;0;0
668;[["text","▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
670;[["text","◁▷_▽▷"]];[["text","í"]];[["text","ý"]];;;0;1
671;[["text","▽▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
672;[["text","◁_△"]];[["text","i"]];[["text","y"]];;;0;1
673;[["text","▽_▷▽◁◁▽△"]];[["text","i"]];[["text","y"]];;;0;1
674;[["text","◁_▽"]];[["text","í"]];[["text","ý"]];;;0;0
675;[["text","▽◁△_▷◯▽"]];[["text","i"]];[["text","y"]];;;0;1
676;[["text","▽▷_◯◯"]];[["text","i"]];[["text","y"]];;;0;1
678;[["text","▽_▷▽◁◯◯◁"]];[["text","i"]];[["text","y"]];;;0;0
679;[["text","▷◯◯▷_▽▽"]];[["text","í"]];[["text","ý"]];;;0;1
680;[["text","▽_◁"]];[["text","ý"]];[["text","í"]];;;0;1
681;[["text","◁◁△◯_◁▷"]];[["text","í"]];[["text","ý"]];;;0;1
682;[["text","▽◁◁_◁▷▽"]];[["text","í"]];[["text","ý"]];;;0;1
683;[["text","△_▽▷▷◯"]];[["text","ý"]];[["text","í"]];;;0;1
684;[["text","◁_◁"]];[["text","í"]];[["text","ý"]];;;0;1
685;[["text","◁_△△"]];[["text","i"]];[["text","y"]];;;0;1
686;[["text","◁▷_◯△△▷◁"]];[["text","i"]];[["text","y"]];;;0;1
687;[["text","▽▽_△▷◯▷"]];[["text","í"]];[["text","ý"]];;;0;1
688;[["text","◯△◁△_◯"]];[["text","i"]];[["text","y"]];;;0;1
689;[["text","▷_▽▽"]];[["text","i"]];[["text","y"]];;;0;1
690;[["text","◯▷_◁◯"]];[["text","i"]];[["text","y"]];;;0;1
693;[["text","△▽△▽_◁▽"]];[["text","í"]];[["text","ý"]];;;0;1
694;[["text","▽_△"]];[["text","i"]];[["text","y"]];;;0;1
695;[["text","◯_◯"]];[["text","i"]];[["text","y"]];;;0;1
696;[["text","◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
697;[["text","△_▽"]];[["text","i"]];[["text","y"]];;;0;1
698;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;0
699;[["text","▽◁▷_▽▷▽"]];[["text","i"]];[["text","y"]];;;0;0
700;[["text","◁_◁"]];[["text","i"]];[["text","y"]];;;0;0
701;[["text","◯▽_◁▷△▽"]];[["text","i"]];[["text","y"]];;;0;1
702;[["text","◯_▷◯"]];[["text","í"]];[["text","ý"]];;;0;1
703;[["text","▷_▷▽◯"]];[["text","i"]];[["text","y"]];;;0;1
